TimeOnPage,PagesViewed,ProductsViewed,AddedToCart,TrafficSource,Purchase
545,16,11,0,Referral,0
1136,2,6,1,Referral,0
314,6,3,1,Organic,0
396,1,11,0,Organic,1
822,19,4,0,Organic,0
708,10,5,1,Social,0
529,10,6,0,Referral,0
1613,2,7,0,Referral,0
409,2,11,0,Referral,0
918,3,8,1,Email,1
1758,7,6,0,Social,0
1137,6,12,1,Social,0
866,14,12,0,Email,0
22,11,10,0,Social,0
1330,5,0,0,Social,0
953,8,11,0,Social,0
1119,12,3,1,Social,0
587,13,6,0,Social,0
1240,12,7,0,Email,0
830,16,0,0,Email,0
309,14,6,0,Organic,0
232,7,10,0,Social,0
213,19,13,0,Referral,0
1128,7,6,0,Referral,0
1404,2,9,0,Email,0
36,8,10,0,Organic,0
1109,4,7,0,Social,0
215,1,14,0,Referral,0
380,11,0,0,Social,0
881,18,4,0,Referral,0
44,17,6,0,Social,0
502,11,13,0,Email,0
945,18,12,1,Email,0
118,12,11,0,Social,0
1200,14,4,1,Email,0
1584,13,5,0,Social,0
1375,19,6,0,Social,0
731,3,5,0,Email,0
611,10,1,0,Social,0
134,12,8,0,Email,0
874,18,9,0,Social,1
64,13,7,0,Organic,0
598,9,12,1,Email,0
564,10,5,0,Organic,0
221,18,7,0,Email,1
121,5,6,0,Social,0
1536,2,0,0,Organic,0
1744,8,3,0,Organic,0
658,4,5,0,Social,0
853,2,12,1,Referral,0
874,12,6,0,Email,1
1182,11,11,0,Email,0
867,13,7,0,Referral,0
987,13,9,0,Social,0
775,19,12,0,Email,0
640,6,6,0,Referral,0
1611,10,13,0,Organic,0
1770,6,9,0,Organic,0
737,2,4,0,Referral,0
832,15,6,1,Email,0
433,14,1,0,Referral,0
193,7,0,0,Email,0
1663,10,1,0,Email,0
29,5,1,0,Referral,0
204,15,9,0,Email,0
460,1,5,0,Organic,1
389,13,0,0,Organic,0
614,16,0,0,Organic,1
718,17,6,0,Email,0
1588,6,11,0,Referral,0
1466,7,10,0,Referral,0
755,17,9,0,Social,0
100,13,14,0,Email,0
1235,14,11,1,Referral,0
1285,15,6,0,Email,0
686,4,13,1,Social,0
156,9,8,0,Social,0
1438,5,1,0,Organic,1
1139,15,10,0,Social,1
1007,3,1,0,Referral,1
1509,19,2,0,Social,0
1125,18,11,0,Email,0
1352,13,9,1,Organic,0
30,6,13,1,Referral,0
643,5,10,0,Organic,0
50,9,1,0,Referral,0
1274,4,8,1,Referral,0
792,14,6,0,Social,0
1633,8,3,0,Social,0
1480,3,1,1,Social,0
1777,7,10,0,Email,0
454,12,6,0,Referral,0
450,4,8,0,Referral,0
425,10,10,0,Social,0
1221,7,2,0,Email,0
763,10,3,0,Email,0
1617,18,14,0,Email,0
946,14,8,0,Referral,0
1023,15,11,1,Organic,0
203,5,6,0,Social,0
19,18,7,0,Organic,0
1312,1,14,0,Social,0
199,9,14,1,Referral,0
1156,4,13,0,Organic,0
570,4,8,0,Organic,0
385,4,11,1,Social,1
832,7,9,0,Email,0
797,18,10,0,Organic,0
820,7,8,0,Organic,0
79,13,13,0,Organic,0
1608,6,11,0,Referral,0
360,10,5,0,Social,0
1712,8,10,0,Referral,0
566,7,13,0,Social,0
309,6,9,0,Organic,0
440,8,13,0,Referral,0
57,11,4,0,Email,0
301,15,5,0,Email,0
377,9,10,0,Email,0
697,18,10,0,Organic,0
1594,14,11,0,Social,0
1769,8,5,0,Email,0
1161,9,7,1,Referral,0
480,8,7,0,Referral,0
1774,3,13,0,Email,0
1698,10,12,1,Organic,0
355,6,4,0,Social,0
715,16,5,0,Referral,1
1202,17,13,1,Organic,0
203,5,2,0,Email,0
215,6,13,0,Organic,0
1429,6,9,0,Organic,0
1504,13,3,1,Organic,0
42,10,1,0,Email,0
444,18,2,0,Social,0
1512,12,6,0,Email,0
1633,12,11,0,Referral,0
1419,7,13,0,Organic,0
71,9,10,0,Email,0
270,17,4,0,Referral,0
1157,16,2,0,Referral,0
1695,3,4,0,Social,0
1562,15,12,0,Organic,0
395,11,14,1,Organic,0
1354,3,12,1,Referral,0
1240,7,2,0,Social,0
722,4,3,0,Organic,0
279,8,1,0,Referral,0
1285,4,8,0,Referral,0
1648,2,0,1,Referral,1
874,2,1,0,Email,0
1728,5,3,0,Social,1
976,16,10,1,Referral,0
1051,15,0,0,Organic,0
1297,1,2,0,Referral,0
769,12,12,0,Organic,0
756,8,13,0,Social,0
1185,12,0,0,Organic,1
82,3,3,0,Referral,0
1728,8,0,0,Email,0
1044,15,4,0,Social,0
1207,3,12,0,Social,1
721,15,6,0,Referral,0
352,16,8,0,Referral,1
1493,3,0,0,Organic,1
808,16,0,1,Referral,0
1657,18,6,0,Referral,0
1686,18,3,0,Social,0
1538,19,2,1,Social,0
1094,7,6,0,Referral,0
122,18,3,0,Referral,0
467,4,13,0,Organic,0
108,13,9,0,Organic,0
1054,19,2,0,Organic,1
1490,14,4,0,Referral,0
996,15,12,0,Social,0
1047,1,6,1,Email,0
1075,2,5,0,Social,0
1505,12,0,0,Social,0
381,5,11,0,Social,0
173,5,14,1,Organic,0
1110,1,14,0,Referral,0
1599,8,5,0,Email,1
1109,10,12,0,Referral,0
1780,6,14,1,Referral,0
644,1,6,1,Email,0
1649,13,9,0,Referral,0
267,8,8,0,Organic,0
1515,19,14,0,Organic,0
697,19,9,0,Referral,0
452,5,14,0,Email,0
850,13,12,0,Referral,0
603,12,10,0,Email,1
1784,1,14,0,Organic,1
1439,16,13,0,Social,0
875,5,5,0,Social,0
1555,11,2,1,Email,0
884,12,9,0,Organic,1
587,3,1,1,Email,1
704,1,1,1,Email,0
738,5,11,0,Referral,0
527,14,12,0,Organic,0
249,3,14,0,Email,1
231,4,11,0,Email,1
760,12,10,0,Email,1
503,5,5,0,Social,0
1632,19,5,0,Referral,0
695,8,8,0,Referral,1
843,16,1,0,Email,0
415,11,14,0,Email,0
660,18,12,0,Social,0
391,16,7,0,Social,0
1770,15,3,0,Organic,0
298,17,10,0,Referral,0
379,15,6,0,Referral,0
647,17,5,1,Referral,0
598,4,12,1,Organic,0
761,5,3,0,Referral,0
664,6,7,0,Referral,0
692,15,7,0,Email,0
584,9,3,0,Referral,0
575,18,6,0,Referral,0
840,4,4,0,Referral,0
1082,8,11,1,Social,0
594,5,0,0,Organic,0
540,14,9,0,Referral,0
387,3,14,0,Referral,0
1469,17,10,0,Email,0
1215,5,5,0,Referral,1
1152,10,6,0,Social,0
1197,1,5,1,Social,0
444,5,10,0,Organic,1
464,9,3,0,Referral,0
788,8,2,0,Referral,1
1219,14,8,0,Email,0
1163,5,8,0,Email,0
815,13,1,0,Organic,0
560,3,3,1,Email,0
1332,3,12,0,Email,0
1767,15,12,0,Organic,0
147,13,0,1,Email,0
402,13,4,0,Referral,0
980,7,10,0,Email,0
795,18,11,0,Organic,0
1075,2,6,0,Social,0
418,1,4,0,Social,0
1116,3,9,0,Referral,0
148,13,7,0,Referral,0
1358,14,5,0,Referral,0
1340,15,8,0,Organic,1
611,18,6,1,Social,0
567,8,0,0,Organic,0
313,8,11,0,Social,0
1561,4,14,0,Organic,0
1155,12,8,0,Referral,0
1425,5,4,0,Referral,0
632,12,9,0,Email,0
929,6,13,0,Email,0
1356,3,13,0,Email,1
1697,1,1,0,Organic,0
1530,4,3,0,Social,0
1514,10,7,0,Email,0
1341,18,0,0,Organic,0
941,16,6,0,Organic,0
1296,1,7,0,Social,1
1280,10,0,1,Referral,0
76,2,7,0,Organic,0
1230,11,3,0,Organic,0
1314,17,12,0,Email,0
1233,1,10,0,Referral,1
1693,10,12,0,Organic,0
70,12,0,0,Referral,0
171,10,6,0,Referral,0
174,2,7,0,Email,0
461,3,2,1,Email,0
602,13,1,0,Referral,0
1160,12,2,0,Email,0
915,8,6,0,Organic,0
144,19,4,1,Organic,0
170,4,8,0,Organic,0
1145,8,4,0,Referral,0
1082,8,3,0,Organic,0
1154,10,14,0,Referral,1
1476,11,12,1,Email,0
1653,1,11,0,Email,0
1325,6,11,0,Referral,0
1530,8,14,0,Email,0
379,16,7,0,Social,0
1218,9,11,0,Organic,0
906,16,1,0,Referral,0
628,9,6,0,Email,0
902,19,3,1,Social,0
1013,19,13,0,Referral,0
1150,13,13,1,Referral,0
1423,9,6,0,Email,1
1767,6,11,0,Social,0
1795,18,0,0,Email,0
1443,19,0,1,Social,0
670,6,0,0,Organic,1
1118,18,8,0,Email,0
1502,17,7,0,Email,0
812,11,7,0,Social,0
924,9,0,1,Organic,0
1328,13,7,0,Social,0
1140,7,11,0,Organic,0
710,19,4,1,Referral,0
844,5,5,0,Referral,0
758,16,2,0,Email,0
1438,18,4,0,Organic,0
745,10,10,0,Email,1
1158,5,11,0,Social,0
483,1,6,0,Referral,0
1180,10,1,0,Social,0
1036,8,0,0,Organic,0
240,9,6,0,Referral,0
772,17,9,0,Social,1
733,10,1,0,Social,0
1624,11,9,0,Organic,0
1653,2,2,0,Social,0
966,18,12,0,Email,0
159,3,13,1,Email,0
755,4,14,0,Organic,0
408,18,9,0,Email,0
1686,6,2,0,Organic,0
628,4,9,0,Email,0
289,7,8,0,Organic,0
434,16,10,0,Referral,0
36,1,6,1,Organic,0
1311,5,4,0,Email,0
396,12,2,0,Email,0
1085,13,9,1,Organic,0
1471,9,11,0,Referral,0
207,5,3,0,Social,0
1616,6,12,0,Social,0
1511,12,6,0,Email,0
785,8,0,0,Organic,0
156,15,6,1,Organic,0
645,11,3,0,Social,0
99,16,6,0,Social,0
279,2,3,1,Referral,0
862,17,10,1,Organic,0
743,6,2,0,Referral,0
694,1,12,0,Social,0
574,5,14,0,Organic,0
600,14,9,0,Organic,0
1060,6,11,0,Organic,1
75,10,9,0,Email,0
1071,16,8,0,Referral,0
120,17,11,0,Referral,0
939,3,9,1,Organic,0
1651,17,8,0,Organic,0
1635,12,11,0,Email,0
129,16,5,0,Email,0
85,2,3,0,Email,1
866,18,0,0,Email,0
1065,17,10,0,Organic,0
1320,6,5,0,Organic,0
1120,6,0,0,Organic,0
1379,17,14,0,Email,0
525,19,3,1,Email,0
1454,14,11,1,Social,0
1195,12,10,1,Social,0
313,2,11,0,Social,0
1406,5,13,0,Referral,0
287,16,1,1,Referral,0
1252,12,9,0,Organic,0
701,13,2,0,Organic,0
182,6,8,0,Email,0
1590,4,0,0,Referral,0
1488,19,1,0,Email,0
1783,13,3,0,Email,0
1005,14,12,0,Referral,0
455,17,12,0,Social,0
1023,13,14,0,Referral,0
1405,10,6,0,Organic,0
372,5,3,1,Social,0
760,9,4,1,Organic,0
172,15,3,1,Email,0
539,15,5,1,Email,0
1584,18,9,1,Email,1
990,8,12,0,Organic,0
1467,15,1,1,Social,0
671,12,4,0,Social,0
55,9,6,0,Referral,0
583,2,3,1,Email,0
812,19,14,0,Social,0
483,17,1,0,Email,0
1352,6,13,0,Email,0
866,3,3,0,Referral,0
757,15,7,1,Organic,0
1457,13,9,0,Email,0
912,1,0,0,Email,0
731,14,14,0,Organic,0
1240,11,9,1,Email,0
1708,2,12,1,Social,0
1202,4,0,0,Organic,0
1516,13,0,0,Email,0
1382,8,8,1,Email,0
859,8,1,0,Social,0
441,7,0,0,Email,0
107,10,9,0,Referral,0
324,10,4,0,Referral,0
1507,10,14,0,Referral,0
1360,15,12,0,Referral,0
1762,5,2,1,Organic,0
733,11,4,0,Referral,0
203,1,5,0,Referral,0
675,7,10,0,Email,0
597,1,10,0,Social,0
88,5,3,0,Referral,0
846,18,8,0,Social,0
1373,3,2,0,Organic,0
1479,1,14,0,Organic,0
1534,13,10,0,Email,0
276,2,1,0,Email,0
712,6,3,0,Email,0
1339,16,5,0,Email,0
375,18,8,0,Organic,0
152,6,10,0,Referral,0
271,1,11,0,Organic,0
352,17,7,0,Referral,0
659,14,4,0,Social,0
541,2,7,0,Email,0
1355,18,6,0,Social,1
302,8,7,0,Organic,0
901,19,3,1,Referral,0
64,6,9,0,Email,0
1170,1,6,0,Organic,0
25,7,8,0,Referral,0
362,1,0,0,Referral,1
1788,13,11,0,Organic,0
594,9,6,1,Email,0
1409,2,14,1,Organic,0
596,7,2,0,Social,0
1788,4,4,0,Social,0
1451,11,2,0,Social,0
73,5,11,0,Social,0
839,11,12,0,Email,0
662,4,8,0,Email,0
903,3,1,0,Referral,0
1177,14,5,0,Referral,0
1196,1,3,0,Organic,0
770,11,3,1,Referral,0
1636,12,4,0,Referral,0
850,2,9,0,Social,0
83,11,10,0,Referral,0
117,12,5,1,Referral,0
1018,17,11,0,Referral,0
446,9,1,1,Referral,0
431,9,0,0,Referral,0
1001,7,11,0,Organic,0
1058,8,3,0,Social,0
1085,13,1,1,Email,0
886,1,3,0,Referral,0
682,18,13,0,Social,1
265,4,7,0,Referral,0
1615,16,0,0,Organic,1
626,17,1,0,Social,0
731,16,6,0,Referral,1
420,16,6,0,Social,0
1348,7,9,0,Organic,0
1267,4,2,1,Organic,0
206,3,4,0,Referral,0
1454,6,2,0,Organic,1
1748,18,6,0,Social,0
1154,9,8,1,Referral,0
910,1,4,0,Referral,0
1240,17,1,0,Email,0
1117,19,9,0,Social,0
944,16,11,0,Email,1
56,17,7,0,Referral,1
366,16,0,1,Organic,0
1163,17,9,0,Social,0
462,12,2,0,Referral,0
414,11,4,1,Email,0
1095,14,2,0,Organic,0
632,7,12,0,Email,0
1374,1,9,0,Referral,0
1141,14,12,0,Social,0
482,2,8,0,Email,0
183,19,13,0,Email,0
189,13,3,0,Referral,0
193,12,2,0,Organic,0
112,12,4,0,Organic,0
962,15,4,0,Social,0
872,2,12,0,Referral,0
905,8,2,1,Email,1
809,2,9,0,Social,0
88,19,10,0,Organic,0
1260,1,7,0,Organic,0
1215,4,9,0,Email,0
229,15,5,0,Referral,0
795,17,6,0,Social,0
744,15,1,1,Social,0
1052,5,4,0,Social,0
823,5,2,0,Referral,0
142,8,7,1,Organic,0
1361,18,1,0,Email,0
418,7,7,0,Social,0
559,12,9,0,Email,1
669,17,0,0,Organic,1
1449,18,14,0,Organic,0
917,14,7,0,Email,1
384,2,14,0,Email,0
267,8,11,0,Email,0
929,19,3,0,Referral,0
502,7,0,0,Organic,0
961,18,2,1,Referral,1
550,11,4,0,Organic,0
370,6,0,0,Organic,0
456,15,8,0,Referral,0
877,14,8,0,Referral,0
1612,1,7,0,Referral,1
1795,2,0,1,Social,1
1166,2,2,0,Organic,0
1158,14,8,0,Organic,1
1474,5,14,0,Organic,0
1768,3,13,0,Email,0
597,7,8,0,Referral,0
1210,19,5,0,Referral,0
817,19,5,0,Email,0
1388,2,14,0,Social,0
792,18,4,0,Organic,0
416,6,5,0,Organic,0
840,15,2,0,Social,1
1658,17,0,0,Referral,0
1638,3,14,0,Referral,0
316,18,1,0,Referral,0
1091,19,12,0,Referral,0
789,13,10,0,Organic,0
11,13,0,0,Referral,0
1026,1,3,1,Organic,0
1459,12,9,0,Email,1
17,17,1,0,Email,0
1673,19,12,0,Social,0
932,5,5,1,Organic,1
641,13,0,0,Referral,0
1534,9,6,0,Organic,1
1487,11,11,1,Organic,0
1461,9,2,0,Referral,0
896,2,3,0,Email,0
588,17,3,0,Social,0
1406,5,2,0,Referral,0
41,19,3,1,Email,1
1255,18,12,0,Email,0
1056,5,7,1,Organic,0
1419,3,7,0,Email,0
814,11,9,1,Email,0
1432,10,13,0,Email,0
1076,8,4,0,Organic,0
359,18,7,1,Organic,0
1556,11,5,0,Email,1
1539,3,12,0,Email,0
1515,1,10,0,Organic,0
1370,13,11,1,Organic,0
1051,2,0,0,Organic,0
1161,13,0,0,Organic,0
189,6,11,0,Organic,0
139,10,7,1,Email,1
110,17,5,1,Referral,0
1074,13,5,0,Referral,0
1099,17,0,0,Organic,0
1470,2,14,0,Email,0
506,17,0,1,Email,0
893,18,7,1,Email,0
1146,13,8,0,Social,0
460,2,3,1,Social,0
642,19,10,0,Organic,0
39,5,2,1,Social,1
209,1,2,1,Referral,1
1745,5,11,0,Email,1
1177,9,6,0,Referral,0
555,3,3,0,Organic,0
475,2,13,1,Organic,0
499,18,7,0,Referral,0
338,7,11,0,Organic,1
1512,8,2,1,Social,0
824,3,1,0,Organic,0
1445,12,7,0,Referral,0
189,4,6,0,Referral,0
726,11,8,0,Organic,0
373,17,10,0,Organic,0
195,3,2,0,Email,0
390,12,11,1,Email,0
817,17,14,1,Organic,0
1724,4,14,1,Referral,0
1580,5,13,1,Email,0
1184,13,11,0,Organic,0
941,8,13,0,Email,0
409,18,5,0,Social,0
1474,3,11,0,Referral,0
18,12,0,0,Organic,0
1124,1,7,0,Social,1
445,9,6,0,Social,0
527,4,11,0,Social,1
1124,3,2,0,Email,0
145,16,1,0,Email,0
1412,18,13,1,Organic,0
1586,9,11,1,Organic,1
460,2,3,0,Referral,0
550,11,8,0,Email,0
1663,19,7,0,Social,0
1632,14,10,0,Organic,0
290,8,9,0,Email,0
639,1,0,0,Organic,0
782,1,3,0,Social,0
948,1,3,0,Email,0
31,14,7,0,Organic,0
431,19,4,0,Social,1
928,3,12,1,Referral,0
1714,11,6,0,Social,0
826,12,8,0,Social,0
532,7,2,0,Email,1
190,6,1,0,Referral,0
796,10,3,0,Email,0
245,19,5,1,Organic,0
1502,16,8,0,Organic,1
1649,6,7,0,Email,0
982,13,2,0,Organic,0
574,1,1,0,Social,0
1067,19,14,0,Social,0
897,14,13,0,Referral,0
909,10,11,0,Social,0
1461,6,13,0,Social,0
259,4,0,0,Referral,1
503,8,10,0,Referral,0
616,4,14,0,Referral,0
1654,16,7,0,Email,0
1747,17,13,0,Social,0
760,18,0,0,Referral,0
1181,10,8,0,Organic,0
970,2,1,0,Social,0
1435,12,0,0,Social,0
1355,8,9,0,Referral,0
620,14,7,0,Referral,0
920,12,5,0,Organic,0
1652,11,6,0,Organic,0
1536,15,3,0,Organic,0
1060,13,4,0,Referral,0
1167,5,0,0,Email,0
1403,11,8,0,Organic,0
17,19,4,0,Email,0
768,18,3,0,Organic,0
257,4,7,1,Social,0
1651,4,8,0,Referral,0
1075,3,13,0,Email,0
89,4,9,0,Organic,0
1463,2,7,1,Email,0
446,16,12,1,Referral,0
1502,13,11,0,Referral,0
1099,15,12,0,Email,0
579,17,10,0,Social,0
28,2,11,1,Social,0
180,10,9,0,Referral,0
1684,17,1,0,Email,0
291,2,11,0,Email,0
1467,18,6,0,Referral,0
1049,14,13,0,Referral,0
1792,8,6,1,Organic,0
1419,13,9,0,Social,0
196,15,13,0,Email,0
1621,4,8,0,Referral,0
740,16,0,0,Organic,0
978,14,2,0,Referral,1
385,3,0,0,Social,0
492,16,9,1,Email,1
523,11,10,0,Organic,0
1644,15,3,1,Organic,0
45,5,13,0,Email,0
276,18,7,0,Social,0
1401,12,13,0,Email,0
1656,14,13,0,Organic,0
608,5,7,1,Referral,0
618,16,14,0,Organic,0
648,9,7,1,Email,0
91,17,4,0,Social,0
1223,3,2,0,Organic,0
992,11,10,0,Email,0
565,8,11,1,Social,0
675,16,14,0,Organic,0
774,16,13,0,Social,1
262,11,14,1,Referral,0
561,19,11,0,Referral,0
1294,11,8,0,Email,0
918,19,3,0,Social,1
327,1,2,0,Referral,0
1790,10,14,0,Email,0
1293,16,13,0,Referral,0
346,15,12,0,Email,0
1516,11,8,1,Social,0
969,14,8,0,Referral,0
1319,15,2,0,Organic,0
431,10,12,0,Social,0
1723,17,1,0,Social,0
1605,15,1,0,Email,0
1418,16,6,0,Referral,0
840,16,3,1,Organic,0
953,9,14,0,Email,0
1726,14,5,0,Referral,0
246,12,5,0,Referral,0
1141,9,11,0,Email,0
747,13,0,0,Social,0
924,15,4,0,Organic,0
1705,3,9,0,Email,0
1757,10,12,0,Organic,0
366,17,1,0,Email,0
112,16,14,0,Referral,0
687,9,9,0,Organic,0
552,5,3,0,Organic,0
1382,11,6,0,Organic,0
713,14,6,0,Email,1
1183,3,13,0,Email,0
1035,16,9,1,Referral,0
1063,6,2,0,Social,1
216,5,7,0,Email,0
464,18,10,0,Organic,0
321,12,13,0,Email,0
656,8,13,1,Referral,0
746,10,0,1,Referral,0
1739,12,11,0,Social,0
1644,15,11,1,Referral,0
1573,12,14,0,Email,0
1207,18,9,0,Referral,0
914,9,14,1,Social,0
1565,17,6,0,Organic,0
1097,12,2,0,Email,0
655,10,6,1,Email,0
642,13,13,0,Email,0
1140,7,3,0,Email,0
1566,5,4,0,Referral,0
1161,3,2,1,Email,0
228,13,6,0,Organic,0
871,7,9,1,Referral,0
1401,9,12,0,Social,0
406,3,4,0,Email,0
511,10,11,0,Email,0
1071,8,5,0,Email,0
330,15,12,0,Social,0
1157,12,2,0,Organic,0
1017,13,2,0,Social,0
975,2,0,1,Organic,1
845,14,4,0,Social,0
1411,3,9,1,Social,0
1439,6,10,0,Social,0
1485,14,7,0,Referral,0
903,12,6,0,Email,0
1565,8,7,0,Organic,0
1412,9,12,1,Organic,0
954,14,0,0,Referral,0
1543,14,2,0,Social,0
758,6,9,0,Social,1
287,3,7,0,Email,1
1114,8,6,1,Social,0
103,17,11,0,Social,0
826,5,8,0,Referral,1
1578,1,0,0,Referral,0
120,13,11,0,Email,0
678,13,1,0,Referral,0
1625,2,8,0,Referral,0
356,7,2,0,Referral,0
657,14,1,1,Email,0
1062,7,2,0,Referral,1
328,17,12,0,Referral,0
1601,1,10,0,Referral,0
479,11,4,0,Referral,0
806,1,7,1,Referral,0
557,16,7,0,Referral,1
295,19,4,0,Social,0
470,6,1,0,Email,0
532,12,10,0,Email,0
1791,5,14,0,Social,0
458,2,0,0,Email,0
153,4,0,0,Referral,1
1740,10,13,0,Email,0
880,13,3,1,Email,0
1016,5,7,0,Organic,1
1451,11,12,0,Organic,0
647,10,10,0,Referral,0
718,13,5,0,Organic,0
1357,3,9,0,Referral,0
1744,1,7,0,Social,0
876,19,11,0,Social,0
583,16,4,0,Email,0
546,17,6,1,Organic,0
38,3,5,0,Email,0
850,17,10,0,Social,0
428,6,10,1,Social,0
213,17,9,0,Social,0
1176,2,11,0,Email,0
1232,4,0,0,Organic,0
642,6,13,1,Organic,0
134,12,0,0,Social,0
1761,2,12,0,Referral,0
1593,18,13,0,Social,0
872,6,8,0,Social,0
1207,15,6,0,Referral,0
172,18,12,0,Organic,0
685,17,11,0,Referral,0
825,16,14,0,Social,0
390,15,0,0,Email,0
806,1,7,0,Email,0
502,1,6,0,Referral,0
639,15,13,0,Organic,0
844,16,7,0,Email,0
1243,2,4,0,Email,0
687,15,2,0,Social,0
1542,18,7,0,Referral,0
266,15,4,0,Social,0
565,13,11,0,Referral,0
430,18,10,0,Email,0
1356,13,14,0,Email,0
518,1,10,0,Email,0
94,1,13,0,Email,0
238,19,7,0,Referral,0
597,18,5,0,Email,0
525,2,0,0,Organic,0
1014,19,11,0,Social,0
562,18,5,0,Email,0
802,17,13,0,Organic,0
613,15,4,1,Organic,0
1778,11,0,0,Organic,0
1088,3,8,0,Email,0
498,16,7,1,Referral,0
209,16,11,0,Organic,0
819,3,9,0,Referral,0
259,5,13,1,Referral,0
951,5,9,0,Email,0
1472,9,12,0,Referral,0
536,2,10,1,Organic,0
1761,19,7,0,Social,1
820,10,8,0,Referral,0
976,11,4,0,Organic,0
1765,5,12,1,Social,0
1522,1,0,0,Referral,0
677,10,4,1,Social,0
1747,5,6,0,Organic,0
1248,9,14,0,Organic,1
786,15,12,0,Social,1
944,6,10,0,Social,0
978,5,14,1,Social,0
1488,5,5,0,Referral,0
880,15,0,1,Email,0
1448,2,4,0,Organic,0
1465,16,7,0,Organic,0
1060,4,2,0,Referral,0
1591,6,10,0,Email,0
1423,9,0,0,Social,0
26,5,6,1,Organic,0
475,19,4,0,Organic,0
1034,17,8,0,Social,0
1677,19,5,0,Social,0
1736,5,1,0,Social,0
1658,1,12,0,Social,0
1513,9,7,0,Social,0
377,19,9,0,Organic,0
1302,4,1,0,Email,0
1134,3,3,0,Social,1
545,14,3,1,Social,0
704,17,3,1,Social,0
1705,5,14,0,Referral,0
1034,7,0,1,Social,0
790,12,9,1,Referral,0
986,1,12,0,Email,0
1014,5,12,0,Email,1
609,6,3,1,Organic,1
616,1,9,0,Email,0
769,13,3,0,Organic,0
503,14,1,0,Organic,0
1645,13,12,0,Email,0
1763,7,0,0,Referral,1
44,2,11,0,Referral,0
454,4,3,0,Social,0
1554,14,7,0,Organic,0
1590,17,0,0,Email,0
1388,3,7,0,Email,0
1340,11,4,0,Organic,0
1171,2,8,0,Email,0
24,13,8,0,Referral,0
1009,8,8,0,Referral,1
800,14,3,0,Social,0
738,3,3,1,Organic,0
893,9,6,1,Organic,0
1594,6,8,1,Social,0
191,1,8,1,Organic,0
673,6,2,1,Organic,0
231,11,10,0,Email,0
917,9,12,0,Email,0
1161,14,5,1,Organic,0
1256,6,4,0,Referral,0
291,1,10,1,Email,0
1069,19,7,0,Organic,0
807,6,0,0,Email,0
266,16,11,1,Referral,0
1215,9,10,0,Social,0
1087,9,2,0,Email,0
1137,14,14,0,Social,0
229,18,4,0,Referral,0
1129,14,11,0,Organic,0
268,16,2,0,Organic,1
454,18,10,0,Organic,0
986,6,3,0,Social,0
657,1,14,0,Email,0
488,12,9,0,Organic,0
431,19,11,0,Organic,0
84,4,5,0,Referral,0
265,15,14,1,Organic,1
1743,13,1,1,Email,0
521,13,5,0,Organic,0
744,7,2,1,Referral,0
603,10,0,1,Email,0
296,18,14,0,Referral,0
1099,6,11,0,Organic,0
121,1,5,0,Organic,0
848,12,6,0,Email,0
644,7,3,0,Referral,0
983,19,11,0,Social,0
457,11,6,0,Organic,0
372,4,4,0,Referral,0
1643,3,2,0,Referral,0
886,11,9,1,Social,0
567,10,13,1,Referral,0
1181,9,1,0,Referral,1
1146,1,11,0,Social,0
406,10,14,0,Social,0
690,18,3,0,Referral,0
384,7,13,1,Social,0
504,17,8,0,Referral,0
1608,7,9,1,Referral,0
271,2,9,0,Organic,0
1731,7,13,0,Referral,0
574,2,12,0,Organic,0
1551,15,8,1,Social,0
1738,4,9,1,Referral,0
1440,5,1,0,Referral,0
305,1,13,0,Social,0
27,4,13,1,Referral,0
1779,3,13,0,Organic,0
800,19,12,0,Referral,0
303,13,5,0,Organic,0
45,17,5,1,Email,1
731,18,14,0,Social,1
600,14,13,1,Referral,0
1156,12,9,0,Organic,0
254,17,4,0,Social,0
114,16,12,0,Referral,0
868,5,9,0,Referral,0
292,7,14,1,Email,0
760,4,7,0,Referral,0
234,6,13,0,Email,0
130,8,1,1,Organic,0
1798,4,1,0,Organic,0
114,9,8,0,Social,0
1125,8,6,0,Email,0
1103,19,7,1,Social,0
710,19,11,0,Email,0
703,14,12,0,Social,0
256,6,14,1,Referral,0
1459,2,12,0,Email,0
1094,8,5,0,Email,0
849,4,1,0,Email,0
1703,6,10,0,Referral,0
1338,7,8,0,Social,0
1625,2,14,0,Email,0
1005,14,6,0,Email,0
1210,4,14,0,Social,0
540,7,12,0,Social,0
540,14,3,1,Email,1
434,8,9,1,Social,1
869,6,2,1,Social,0
1412,15,0,1,Organic,0
1360,13,13,0,Organic,0
1502,3,8,0,Referral,0
1797,17,8,0,Organic,0
813,16,8,0,Referral,1
1013,1,9,0,Social,0
1248,15,3,0,Social,0
1363,12,4,0,Social,0
720,10,2,0,Organic,0
1003,18,12,0,Social,0
242,13,9,0,Organic,0
1622,9,4,0,Email,0
1062,15,1,1,Email,0
492,12,4,1,Social,0
1011,8,2,0,Social,0
1215,14,12,0,Social,0
72,10,12,0,Referral,0
1343,9,13,0,Social,0
1571,10,4,0,Organic,0
1527,13,11,0,Social,0
1677,14,12,0,Referral,0
241,8,14,0,Referral,0
336,4,1,0,Email,1
1036,18,10,1,Organic,0
805,6,14,0,Referral,0
1097,9,6,0,Social,0
1600,3,5,0,Social,0
246,13,0,0,Email,1
151,17,0,1,Organic,0
1226,6,13,1,Email,0
520,4,7,0,Referral,0
917,1,7,0,Referral,0
